09.85.10,GerelateerdeKind.Persoon.Identificatienummers.DatumAanvangGeldigheid
09.85.10,GerelateerdeKind.Persoon.SamengesteldeNaam.DatumAanvangGeldigheid
10.39.10,Persoon.Verblijfsrecht.AanduidingCode
10.39.20,Persoon.Verblijfsrecht.DatumVoorzienEinde
10.39.30,Persoon.Verblijfsrecht.DatumAanvang
10.85.10,Persoon.Verblijfsrecht.DatumMededeling
11.32.10,Persoon.Indicatie.DerdeHeeftGezag.Waarde
11.32.10,GerelateerdeOuder.OuderlijkGezag.IndicatieOuderHeeftGezag
11.33.10,Persoon.Indicatie.OnderCuratele.Waarde
11.85.10,Persoon.Indicatie.DerdeHeeftGezag.DatumAanvangGeldigheid
11.85.10,GerelateerdeOuder.OuderlijkGezag.DatumAanvangGeldigheid
11.85.10,Persoon.Indicatie.OnderCuratele.DatumAanvangGeldigheid
12.35.10,Persoon.Reisdocument.SoortCode
12.35.20,Persoon.Reisdocument.Nummer
12.35.30,Persoon.Reisdocument.DatumUitgifte
12.35.40,Persoon.Reisdocument.AutoriteitVanAfgifte
12.35.50,Persoon.Reisdocument.DatumEindeDocument
12.35.60,Persoon.Reisdocument.DatumInhoudingVermissing
12.35.70,Persoon.Reisdocument.AanduidingInhoudingVermissingCode
12.36.10,Persoon.Indicatie.SignaleringMetBetrekkingTotVerstrekkenReisdocument.Waarde
12.85.10,Persoon.Reisdocument.DatumIngangDocument
13.31.10,Persoon.DeelnameEUVerkiezingen.IndicatieDeelname
13.31.20,Persoon.DeelnameEUVerkiezingen.DatumAanleidingAanpassing
13.31.30,Persoon.DeelnameEUVerkiezingen.DatumVoorzienEindeUitsluiting
13.38.10,Persoon.UitsluitingKiesrecht.Indicatie
13.38.20,Persoon.UitsluitingKiesrecht.DatumVoorzienEinde
14.40.10,Persoon.Afnemerindicatie.PartijCode
14.40.10,Persoon.Afnemerindicatie.LeveringsautorisatieIdentificatie
14.85.10,Persoon.Afnemerindicatie.DatumAanvangMaterielePeriode
14.85.10,Persoon.Afnemerindicatie.DatumEindeVolgen
